comparing_sets	compound_name	max_tc	mean_tc
all vs all	tolbutamide	0.88710	0.28225
all vs all	lormetazepam	1.00000	0.31749
all vs all	cefatrizine	0.87179	0.33576
all vs all	lorcaserin	0.59524	0.24033
all vs all	ibuprofen	0.60000	0.22607
all vs all	opipramol	0.80769	0.33560
all vs all	fluvoxamine	0.66667	0.29418
all vs all	trolamine_salicylate	0.75510	0.35099
all vs all	bromperidol	0.85714	0.34063
all vs all	pentoxifylline	0.81159	0.38111
all vs all	deferasirox	0.71186	0.32530
all vs all	niacin	0.57895	0.20924
all vs all	daptomycin	0.85333	0.41601
all vs all	deferoxamine	0.63462	0.29093
all vs all	etifoxine	0.56452	0.29576
all vs all	pantothenic_acid	0.93182	0.32178
all vs all	dabigatran	0.76712	0.38230
all vs all	85_strontium	1.00000	0.04923
all vs all	sulfur_hexafluoride	0.42857	0.07279
all vs all	sodium_phosphate,_dibasic	0.95238	0.13693
all vs all	proparacaine	1.00000	0.37191
all vs all	ospemifene	0.56098	0.25742
all vs all	lubiprostone	0.76744	0.31999
all vs all	penicillin	0.88889	0.38570
all vs all	methohexital	0.84000	0.31925
all vs all	reboxetine	0.71698	0.35135
all vs all	brompheniramine	1.00000	0.27659
all vs all	escitalopram	1.00000	0.32572
all vs all	cyclobenzaprine	0.96667	0.24967
all vs all	demeclocycline	0.96667	0.35112
all vs all	sulfamethoxazole	0.81034	0.25348
all vs all	thiethylperazine	0.93182	0.30367
all vs all	retapamulin	0.72464	0.37257
all vs all	dacarbazine	0.69643	0.27150
all vs all	desmopressin	0.90000	0.37697
all vs all	desonide	0.94231	0.33856
all vs all	medazepam	0.85106	0.27819
all vs all	lithium_acetate	0.65385	0.30657
all vs all	amyl_nitrite	0.58140	0.21484
all vs all	haloperidol	0.80000	0.36946
all vs all	betahistine	0.66667	0.25493
all vs all	aprindine	0.73529	0.29005
all vs all	ziconotide	0.85057	0.38042
all vs all	ethacrynate	0.60976	0.26041
all vs all	praziquantel	0.80000	0.34437
all vs all	diphenhydramine	0.91176	0.29705
all vs all	sulfadoxine	0.81250	0.30945
all vs all	6-aminocaproic_acid	0.82759	0.25178
all vs all	nonoxynol-9	0.79412	0.29630
all vs all	nicergoline	0.74648	0.39018
all vs all	scopolamine	0.86207	0.36016
all vs all	pizotyline	0.86667	0.27278
all vs all	aliskiren	0.76923	0.39326
all vs all	estriol	0.88889	0.30813
all vs all	sulfinpyrazone	0.67797	0.30638
all vs all	ioxaglate	0.73016	0.35217
all vs all	metformin	0.54545	0.16700
all vs all	daunorubicin	1.00000	0.37191
all vs all	pemetrexed	0.80882	0.36527
all vs all	promazine	0.93182	0.30015
all vs all	lithium	0.66667	0.03408
all vs all	nepafenac	0.66667	0.29264
all vs all	dipyrone	0.65217	0.31752
all vs all	tetrahydrozoline	0.81081	0.26218
all vs all	ornidazole	0.76562	0.30096
all vs all	cabergoline	0.72152	0.37449
all vs all	ondansetron	0.76923	0.34855
all vs all	methanol	0.78571	0.18361
all vs all	oxazepam	1.00000	0.30017
all vs all	cyproheptadine	0.82500	0.26889
all vs all	aminophylline	0.89231	0.38050
all vs all	leuprolide	0.97368	0.40353
all vs all	buflomedil	0.79167	0.36613
all vs all	emedastine	0.68254	0.34220
all vs all	sulfamethazine	0.96078	0.25239
all vs all	sapropterin	0.72308	0.35129
all vs all	cicletanine	0.67500	0.30694
all vs all	alosetron	0.78947	0.37198
all vs all	magnesium_sulfate	0.96552	0.13855
all vs all	fosfestrol	0.63158	0.26536
all vs all	physostigmine	0.68254	0.36029
all vs all	isometheptene	0.59091	0.18125
all vs all	carnitine	1.00000	0.27231
all vs all	maprotiline	0.81250	0.26609
all vs all	tetrofosmin	0.67742	0.22062
all vs all	butabarbital	0.95745	0.32110
all vs all	cefpirome	0.90805	0.36346
all vs all	methocarbamol	0.81818	0.33743
all vs all	bupivacaine	1.00000	0.35217
all vs all	cystine	0.75758	0.25575
all vs all	tegaserod	0.63793	0.31843
all vs all	levomethadyl	0.88571	0.31282
all vs all	iobitridol	0.94643	0.35953
all vs all	meloxicam	0.95890	0.32927
all vs all	medrogestone	1.00000	0.26649
all vs all	levobupivacaine	1.00000	0.35217
all vs all	papaverine	0.68571	0.30851
all vs all	citrulline	0.83333	0.27168
all vs all	cefmetazole	0.90476	0.36251
all vs all	ciprofibrate	0.71429	0.24915
all vs all	fenoprofen	0.86364	0.24150
all vs all	zomepirac	0.88095	0.34006
all vs all	tiotropium	0.79365	0.33640
all vs all	pralidoxime	0.61364	0.23807
all vs all	cloxacillin	1.00000	0.33718
all vs all	sertindole	0.87931	0.34727
all vs all	dexmethylphenidate	0.96875	0.31458
all vs all	vardenafil	0.95556	0.35955
all vs all	dexrazoxane	0.67273	0.36893
all vs all	chlorocresol	0.73913	0.20020
all vs all	vilanterol	0.89583	0.34447
all vs all	pregabalin	0.66667	0.24840
all vs all	clothiapine	0.88235	0.28269
all vs all	josamycin	0.90909	0.36741
all vs all	oxcarbazepine	0.87500	0.29854
all vs all	doxorubicin_liposome	0.94915	0.38154
all vs all	cinacalcet	0.68750	0.25131
all vs all	alclometasone	0.91667	0.31624
all vs all	temsirolimus	0.93939	0.40453
all vs all	folic_acid	0.90323	0.36024
all vs all	magnesium_hydroxide	0.81818	0.09789
all vs all	pipecuronium	0.91667	0.37620
all vs all	thiopental	0.86538	0.31416
all vs all	duloxetine	0.75000	0.30494
all vs all	trimipramine	0.89474	0.28754
all vs all	inosine	0.91803	0.36681
all vs all	tocainide	0.65789	0.24640
all vs all	ceftriaxone	0.89157	0.34726
all vs all	kanamycin	0.95833	0.34841
all vs all	distigmine	0.75000	0.38480
all vs all	pitavastatin	0.75000	0.29801
all vs all	epinephrine	0.94872	0.33102
all vs all	letrozole	0.75000	0.21059
all vs all	gestodene	0.97143	0.28148
all vs all	fludrocortisone	0.96000	0.32928
all vs all	hexachlorophene	0.82143	0.23762
all vs all	creatinine	0.65517	0.30374
all vs all	prilocaine	0.72093	0.30170
all vs all	ramipril	0.96296	0.38366
all vs all	azelate	0.75000	0.40454
all vs all	hydrotalcite	0.76471	0.14579
all vs all	sodium_phosphate	1.00000	0.12899
all vs all	indacaterol	0.75472	0.38343
all vs all	procaine	0.86047	0.32621
all vs all	misoprostol	0.97500	0.31339
all vs all	dyclonine	0.88636	0.35005
all vs all	capecitabine	0.73418	0.36829
all vs all	loxoprofen	0.63889	0.28006
all vs all	terbinafine	0.92593	0.23901
all vs all	levetiracetam	0.84444	0.33585
all vs all	arsenic	0.66667	0.03195
all vs all	calcium_carbimide	0.41667	0.06769
all vs all	raloxifene	0.71667	0.36536
all vs all	chlormadinone	0.95455	0.30375
all vs all	zinc_sulfate	1.00000	0.12296
all vs all	alprazolam	0.97674	0.25871
all vs all	quinacrine	0.77966	0.38287
all vs all	colistimethate	0.76596	0.34841
all vs all	cysteine	0.84615	0.22845
all vs all	gamma-linolenate	0.90909	0.21486
all vs all	metoclopramide	0.96429	0.36445
all vs all	magnesium_lactate	1.00000	0.18589
all vs all	proguanil	0.57143	0.18897
all vs all	granisetron	0.64706	0.32413
all vs all	activated_charcoal	1.00000	0.02983
all vs all	adrafinil	0.73333	0.26257
all vs all	strontium	0.84615	0.32634
all vs all	cromolyn	0.77500	0.31162
all vs all	ribavirin	0.85246	0.34154
all vs all	thiabendazole	0.68966	0.17887
all vs all	sodium_carbonate	0.67857	0.16035
all vs all	hydrogen_peroxide	0.55556	0.09462
all vs all	mometasone	0.97826	0.32622
all vs all	pirenzepine	0.73438	0.36921
all vs all	dinoprost	0.97222	0.29702
all vs all	ubiquinol	1.00000	0.28010
all vs all	trapidil	0.71429	0.26968
all vs all	pipamperone	0.75000	0.34936
all vs all	halofantrine	0.75510	0.31919
all vs all	sodium_hydroxide	0.62500	0.07341
all vs all	silver_sulfadiazine	0.88679	0.22930
all vs all	enoximone	0.61224	0.29039
all vs all	fenoterol	0.78947	0.33306
all vs all	magnesium_oxide	0.57143	0.06024
all vs all	mestranol	0.91667	0.29883
all vs all	nitrofurantoin	0.95161	0.30311
all vs all	dopamine	0.81250	0.29180
all vs all	pilocarpine	0.71111	0.33072
all vs all	diazoxide	0.85246	0.25694
all vs all	emtricitabine	0.92308	0.33490
all vs all	vitamin_b6	1.00000	0.32140
all vs all	meperidine	0.83721	0.33515
all vs all	cyclosporine	0.74242	0.37849
all vs all	tinidazole	0.73611	0.29640
all vs all	fusidate	0.82979	0.32064
all vs all	naphazoline	0.81081	0.26848
all vs all	sufentanil	0.77193	0.36276
all vs all	quazepam	0.74074	0.26558
all vs all	albuterol	0.95238	0.31040
all vs all	oxymetholone	0.89744	0.31312
all vs all	aminoglutethimide	0.67273	0.34232
all vs all	mexiletine	0.80645	0.28788
all vs all	malathion	0.62745	0.22713
all vs all	calcium_glubionate	0.84211	0.28473
all vs all	magnesium_chloride	0.84615	0.12054
all vs all	imipenem	0.76056	0.35521
all vs all	glucose	0.90625	0.26921
all vs all	bicarbonate_ion	0.62500	0.14029
all vs all	gemcitabine	0.87500	0.33842
all vs all	celiprolol	0.79032	0.37690
all vs all	acebutolol	0.79032	0.37678
all vs all	levocabastine	0.67308	0.34563
all vs all	tenofovir	0.86154	0.33868
all vs all	tolterodine	0.78049	0.32103
all vs all	ibandronate	0.69643	0.28620
all vs all	minocycline	0.96491	0.35581
all vs all	naratriptan	0.84848	0.33071
all vs all	ketotifen	0.86667	0.31823
all vs all	insulin_detemir	0.94118	0.39876
all vs all	perazine	0.93182	0.30251
all vs all	menatetrenone	1.00000	0.27366
all vs all	loratadine	0.67857	0.33739
all vs all	dalfampridine	0.65217	0.18313
all vs all	imidapril	0.79032	0.40058
all vs all	delavirdine	0.72152	0.33898
all vs all	resveratrol	0.84211	0.22157
all vs all	bleomycin	0.75000	0.39559
all vs all	eucalyptol	0.63158	0.22842
all vs all	mirabegron	0.69014	0.34250
all vs all	phenylacetate	0.94444	0.30935
all vs all	methoxsalen	0.66667	0.27501
all vs all	pyrazinamide	0.87500	0.23456
all vs all	megestrol	1.00000	0.29856
all vs all	calcium_carbonate,_precipitated	1.00000	0.12376
all vs all	clotrimazole	0.72973	0.24312
all vs all	racecadotril	0.59649	0.32083
all vs all	nifedipine	0.90741	0.28579
all vs all	sulthiame	0.71053	0.29649
all vs all	linezolid	0.85294	0.39109
all vs all	desvenlafaxine	0.79167	0.36521
all vs all	terizidone	0.77778	0.31814
all vs all	trimethobenzamide	0.73214	0.37926
all vs all	magnesium_salt	0.72917	0.27097
all vs all	ursodeoxycholate	1.00000	0.32781
all vs all	triclosan	0.80000	0.22107
all vs all	caspofungin	0.86486	0.41114
all vs all	deslanoside	0.98182	0.35256
all vs all	oxetorone	0.88095	0.31755
all vs all	indigo	0.61224	0.29874
all vs all	fidaxomicin	0.71429	0.33578
all vs all	tranexamic_acid	0.82143	0.25674
all vs all	ponatinib	0.75385	0.34604
all vs all	fenofibrate	0.70370	0.27445
all vs all	sitagliptin	0.75385	0.33693
all vs all	troglitazone	0.72632	0.35403
all vs all	fluocinolone	0.97959	0.32060
all vs all	tolvaptan	0.73016	0.38664
all vs all	cyclizine	0.83333	0.28657
all vs all	riboflavin	0.83824	0.39345
all vs all	glucosamine	0.80435	0.31248
all vs all	benserazide	0.69643	0.33169
all vs all	naftifine	0.77778	0.22545
all vs all	fosfomycin	0.67742	0.19755
all vs all	frovatriptan	0.63830	0.29834
all vs all	tamsulosin	0.78481	0.33790
all vs all	ezetimibe	0.63934	0.33457
all vs all	pemoline	0.71739	0.28699
all vs all	propantheline	0.91837	0.35373
all vs all	urea	0.57143	0.15236
all vs all	bivalirudin	0.90909	0.40155
all vs all	desogestrel	0.94444	0.26153
all vs all	tacrine	0.62963	0.24244
all vs all	dyphylline	0.86364	0.39011
all vs all	pirfenidone	0.78947	0.26765
all vs all	alitretinoin	0.73333	0.22763
all vs all	homatropine	0.87500	0.36185
all vs all	exemestane	0.93750	0.26023
all vs all	tazobactam	0.75000	0.32114
all vs all	testosterone	0.92308	0.30772
all vs all	hydroxychloroquine	0.83333	0.35872
all vs all	nafarelin	0.95946	0.40249
all vs all	regadenoson	0.88406	0.36552
all vs all	mycophenolic_acid	0.88235	0.34803
all vs all	alendronate	0.93023	0.24611
all vs all	salicylamide	0.77419	0.27546
all vs all	calcium_citrate	1.00000	0.20358
all vs all	methylprednisolone	0.97778	0.33320
all vs all	cefotiam	0.86747	0.36931
all vs all	encainide	0.75926	0.38928
all vs all	griseofulvin	0.62791	0.29679
all vs all	carbimazole	0.64583	0.28053
all vs all	fluoxetine	0.78947	0.29616
all vs all	cephalexin	0.96552	0.34232
all vs all	lamivudine	0.92308	0.33913
all vs all	carteolol	0.81250	0.39340
all vs all	zonisamide	0.64062	0.26271
all vs all	docosahexaenoate	0.95000	0.19940
all vs all	cocaine	0.87234	0.36943
all vs all	pravastatin	0.85714	0.32424
all vs all	chloroxine	0.67500	0.25444
all vs all	deoxycholate	1.00000	0.32781
all vs all	cinnarizine	0.87879	0.27632
all vs all	glycopyrronium	0.70000	0.33225
all vs all	cetrorelix	0.96203	0.39358
all vs all	promethazine	0.92683	0.28590
all vs all	nortriptyline	0.86667	0.23936
all vs all	amdinocillin_pivoxil	0.74648	0.34456
all vs all	moxifloxacin	0.85526	0.39623
all vs all	dicumarol	0.85714	0.29400
all vs all	acemetacin	0.81667	0.37789
all vs all	flunitrazepam	0.85714	0.31307
all vs all	methenamine	0.51429	0.21364
all vs all	diethylpropion	0.61765	0.26171
all vs all	mesoridazine	0.70513	0.31671
all vs all	meclocycline	0.93220	0.33973
all vs all	tafluprost	0.95455	0.32580
all vs all	alvimopan	0.76056	0.41810
all vs all	lofepramine	0.82979	0.33354
all vs all	oxymorphone	0.93220	0.39922
all vs all	trimethadione	0.59184	0.30863
all vs all	cortivazol	0.70000	0.38643
all vs all	methamphetamine	0.70000	0.19960
all vs all	glipizide	0.78261	0.31485
all vs all	bromazepam	0.90698	0.28986
all vs all	chloride_ion	0.75000	0.04319
all vs all	dexpanthenol	1.00000	0.31663
all vs all	mizolastine	0.80000	0.35534
all vs all	teicoplanin	0.87324	0.39401
all vs all	timolol	0.72043	0.37989
all vs all	diphenidol	0.94444	0.32013
all vs all	tulobuterol	0.89474	0.29024
all vs all	fenoldopam	0.71698	0.32491
all vs all	coumarin	0.66667	0.22722
all vs all	propranolol	0.86364	0.33127
all vs all	ranolazine	0.80597	0.41986
all vs all	iodine	0.33333	0.03753
all vs all	enzalutamide	0.63934	0.31744
all vs all	gallamine	0.73585	0.34223
all vs all	rifampin	0.81176	0.39896
all vs all	phentolamine	0.69643	0.34988
all vs all	desloratadine	0.60714	0.26507
all vs all	risperidone	0.88889	0.34202
all vs all	atorvastatin	0.71250	0.39279
all vs all	acetate	0.85714	0.27012
all vs all	dabigatran_etexilate	0.76712	0.38940
all vs all	triamcinolone	0.97959	0.32636
all vs all	desoximetasone	0.97826	0.32324
all vs all	sulindac	0.50000	0.25241
all vs all	nefopam	0.76190	0.30717
all vs all	ganirelix	0.96203	0.39883
all vs all	oxaprozin	0.55319	0.31487
all vs all	moclobemide	0.80392	0.34694
all vs all	fluoxymesterone	0.90909	0.30315
all vs all	simethicone	0.37500	0.14512
all vs all	nitrous_oxide	0.44000	0.08949
all vs all	fluvastatin	0.75000	0.34265
all vs all	apixaban	0.80000	0.39221
all vs all	serine	0.84615	0.24367
all vs all	aluminum_hydroxide	0.81818	0.10831
all vs all	levamisole	0.63462	0.24798
all vs all	aminosalicylic_acid	0.96429	0.28330
all vs all	clomipramine	0.90244	0.29880
all vs all	benzoate	0.57895	0.19875
all vs all	oxacillin	0.93939	0.33977
all vs all	ritodrine	0.78049	0.32698
all vs all	pancuronium	1.00000	0.38445
all vs all	nitrazepam	0.91228	0.29919
all vs all	ticlopidine	0.75556	0.27039
all vs all	cholestyramine_resin	0.64865	0.23381
all vs all	bicalutamide	0.69118	0.31280
all vs all	ramelteon	0.66038	0.33003
all vs all	citric_acid	0.70370	0.22036
all vs all	articaine	0.70588	0.33711
all vs all	montelukast	0.64706	0.33451
all vs all	camphor	0.85714	0.23690
all vs all	diflorasone	0.95833	0.31961
all vs all	zinc	0.77778	0.21076
all vs all	celecoxib	0.79104	0.25753
all vs all	fructose	0.86842	0.27633
all vs all	lisdexamfetamine	0.68293	0.28814
all vs all	clopamide	0.84286	0.29962
all vs all	ethenzamide	0.72727	0.29456
all vs all	fluphenazine	0.90566	0.33149
all vs all	guaifenesin	0.90625	0.29077
all vs all	cilastatin	0.62295	0.32376
all vs all	tadalafil	0.75000	0.39341
all vs all	carbachol	0.78261	0.29347
all vs all	cilazapril	0.75758	0.39733
all vs all	potassium_perchlorate	0.80952	0.12942
all vs all	pefloxacin	0.96721	0.38210
all vs all	hydralazine	1.00000	0.21242
all vs all	tolazamide	0.91304	0.29566
all vs all	sodium	0.83871	0.12514
all vs all	strontium-89	1.00000	0.04923
all vs all	sulfasalazine	0.75342	0.29431
all vs all	etodolac	0.63934	0.36013
all vs all	tropisetron	0.85106	0.36222
all vs all	helium	0.66667	0.03362
all vs all	oxiconazole	0.70000	0.29231
all vs all	acetazolamide	0.89474	0.25160
all vs all	allantoin	0.66667	0.26902
all vs all	propionate	0.68750	0.16633
all vs all	diazepam	0.86000	0.31868
all vs all	ergocalciferol	0.97059	0.26748
all vs all	trimetazidine	0.73770	0.37701
all vs all	tilidine	0.63636	0.31004
all vs all	choline	0.77778	0.25125
all vs all	iloprost	0.83333	0.29412
all vs all	xylometazoline	0.81250	0.29025
all vs all	tiapride	0.86486	0.34482
all vs all	methantheline	0.91837	0.34954
all vs all	mebendazole	0.70588	0.30771
all vs all	anagrelide	0.70312	0.33427
all vs all	sunitinib	0.71233	0.36635
all vs all	selenium_sulfide	1.00000	0.04322
all vs all	thalidomide	0.90000	0.35564
all vs all	boceprevir	0.71831	0.35381
all vs all	mefloquine	0.60377	0.31269
all vs all	bexarotene	0.73333	0.24851
all vs all	talc	0.65000	0.11415
all vs all	verteporfin	0.74545	0.34523
all vs all	estazolam	0.95238	0.24759
all vs all	medroxyprogesterone	1.00000	0.29856
all vs all	propiomazine	0.95349	0.31750
all vs all	flumazenil	0.74242	0.36578
all vs all	dirithromycin	0.81818	0.41213
all vs all	eslicarbazepine	0.87500	0.32087
all vs all	fluocinonide	0.94444	0.32507
all vs all	metaproterenol	0.91429	0.31160
all vs all	amitriptyline	0.96667	0.25322
all vs all	phenyl_salicylate	0.87500	0.24701
all vs all	cloprednol	0.97959	0.32779
all vs all	carbenicillin	0.98077	0.33762
all vs all	entecavir	0.78873	0.36464
all vs all	clodronic_acid	0.74074	0.15044
all vs all	lomustine	0.87500	0.27346
all vs all	sulfur	0.50000	0.08708
all vs all	atosiban	0.93056	0.40061
all vs all	carbaryl	0.63333	0.27350
all vs all	metoprolol	0.88636	0.33834
all vs all	selenite	0.83333	0.10559
all vs all	prednisolone	0.93750	0.34384
all vs all	amoxapine	0.85714	0.31662
all vs all	regorafenib	1.00000	0.32781
all vs all	alanine	0.69565	0.19798
all vs all	phenolphthalein	0.66667	0.26878
all vs all	fluconazole	0.86000	0.30763
all vs all	echothiophate	0.80435	0.24517
all vs all	ethyl_loflazepate	0.81132	0.33094
all vs all	propiverine	0.80769	0.36985
all vs all	methoxyphenamine	0.80645	0.27937
all vs all	cefixime	0.88750	0.34292
all vs all	captopril	0.76000	0.33875
all vs all	mibefradil	0.75000	0.40446
all vs all	panobinostat	0.59259	0.33083
all vs all	secobarbital	0.91837	0.32289
all vs all	vemurafenib	0.69412	0.32085
all vs all	cobicistat	0.86301	0.37941
all vs all	zinc_pyrithione	0.49057	0.21747
all vs all	vitamin_k_1	1.00000	0.27366
all vs all	cidofovir	0.70930	0.34178
all vs all	escin	0.91228	0.34970
all vs all	olopatadine	0.84091	0.34057
all vs all	calcium_ascorbate	0.75000	0.26850
all vs all	trihexyphenidyl	0.94444	0.32010
all vs all	mefenamate	0.82759	0.27392
all vs all	pergolide	0.66071	0.32971
all vs all	asenapine	0.62963	0.28201
all vs all	magnesium_citrate	1.00000	0.20358
all vs all	sodium_oxybate	0.73913	0.19196
all vs all	rufinamide	0.71154	0.28733
all vs all	glycopyrrolate	0.78571	0.35055
all vs all	clarithromycin	0.88136	0.36960
all vs all	darifenacin	0.75926	0.36295
all vs all	argatroban	0.73737	0.35073
all vs all	ruxolitinib	0.62162	0.24758
all vs all	sorafenib	1.00000	0.32781
all vs all	loxapine	0.85714	0.32019
all vs all	zoledronic_acid	0.67347	0.29552
all vs all	dienogest	0.85000	0.30762
all vs all	levobunolol	0.87755	0.36477
all vs all	pioglitazone	0.75000	0.35788
all vs all	tetrabenazine	0.78000	0.38152
all vs all	gatifloxacin	0.92754	0.39184
all vs all	colchicine	0.70492	0.31908
all vs all	nisoldipine	0.92727	0.30391
all vs all	cisatracurium	1.00000	0.40185
all vs all	idarubicin	0.96154	0.37028
all vs all	zanamivir	0.68750	0.32629
all vs all	clobutinol	0.68182	0.28895
all vs all	bosutinib	0.83333	0.38537
all vs all	triflusal	0.81481	0.26215
all vs all	amantadine	0.81818	0.17836
all vs all	sertraline	0.64103	0.23273
all vs all	metolazone	0.78873	0.30364
all vs all	moxonidine	0.68421	0.32766
all vs all	ketazolam	0.77586	0.37021
all vs all	carbon_dioxide	0.55556	0.09949
all vs all	sulfuric_acid	0.80000	0.13689
all vs all	clobetasol	0.97826	0.32323
all vs all	flucytosine	0.75000	0.23570
all vs all	calcium_acetate	0.78947	0.15632
all vs all	ziprasidone	0.76812	0.33906
all vs all	rosuvastatin	0.66667	0.32268
all vs all	docosanol	1.00000	0.19843
all vs all	dexamethasone	0.86792	0.34283
all vs all	naftazone	0.58065	0.26777
all vs all	propafenone	0.82000	0.36785
all vs all	tetracycline	0.96491	0.35821
all vs all	phenethylamine	0.65217	0.18526
all vs all	rivaroxaban	0.85294	0.37172
all vs all	bifonazole	0.75000	0.22005
all vs all	doxapram	0.86538	0.37686
all vs all	fluindione	0.82609	0.21932
all vs all	oxygen	0.57143	0.07551
all vs all	octreotide	0.92537	0.39210
all vs all	melatonin	0.67308	0.35451
all vs all	cephradine	0.94828	0.34064
all vs all	budesonide	0.94231	0.34037
all vs all	sultamicillin	0.83099	0.33504
all vs all	tizanidine	0.78000	0.25678
all vs all	quinagolide	0.74667	0.36122
all vs all	lacosamide	0.65079	0.33460
all vs all	fenspiride	0.72414	0.37848
all vs all	periciazine	0.73214	0.34012
all vs all	dipyridamole	0.74545	0.35378
all vs all	canrenoate	1.00000	0.32682
all vs all	acyclovir	0.88235	0.34880
all vs all	ferric_hydroxide	0.81818	0.10808
all vs all	tubocurarine	0.82258	0.38438
all vs all	cabazitaxel	0.96610	0.34618
all vs all	levocetirizine	1.00000	0.35661
all vs all	bendamustine	0.68254	0.36736
all vs all	salmeterol	0.89583	0.34795
all vs all	clocortolone	0.95745	0.31551
all vs all	olsalazine	0.70833	0.29153
all vs all	clindamycin	0.95385	0.38353
all vs all	phenytoin	0.71739	0.30448
all vs all	furosemide	0.70270	0.29629
all vs all	kaolin	0.73913	0.14135
all vs all	carbamazepine	0.78378	0.25320
all vs all	lactate	0.70455	0.35957
all vs all	hydrocortisone	0.93750	0.33239
all vs all	aniracetam	0.70833	0.34900
all vs all	aceprometazine	0.95349	0.31342
all vs all	propylthiouracil	0.69091	0.27369
all vs all	ambroxol	0.60000	0.31371
all vs all	morniflumate	0.76562	0.36069
all vs all	oxiracetam	0.81250	0.36285
all vs all	pentobarbital	0.95745	0.32971
all vs all	lactose	0.94286	0.28604
all vs all	amezinium	0.71053	0.30703
all vs all	venlafaxine	0.93023	0.34023
all vs all	zafirlukast	0.77011	0.34274
all vs all	dutasteride	0.80392	0.35036
all vs all	sodium_bisulfite	0.69231	0.24169
all vs all	phendimetrazine	0.76190	0.32247
all vs all	hypochlorite	0.63636	0.07171
all vs all	isoflurane	1.00000	0.09727
all vs all	dimethyl_sulfoxide	0.84722	0.31013
all vs all	ethinyl_estradiol	0.97059	0.29456
all vs all	dibasic_potassium_phosphate	1.00000	0.12899
all vs all	pasireotide	0.75000	0.40281
all vs all	belinostat	0.77358	0.23729
all vs all	propyphenazone	0.92857	0.28284
all vs all	grepafloxacin	0.95455	0.38406
all vs all	bendroflumethiazide	0.89231	0.28360
all vs all	ketanserin	0.80952	0.37310
all vs all	hydromorphone	0.94231	0.37899
all vs all	vorinostat	0.63462	0.27965
all vs all	potassium_phosphate	1.00000	0.13588
all vs all	cisapride	0.80822	0.40680
all vs all	rifaximin	0.82540	0.37143
all vs all	tribenoside	0.64286	0.30800
all vs all	polymyxin_b	0.93651	0.40290
all vs all	ioxilan	0.96078	0.36019
all vs all	butorphanol	0.84906	0.35813
all vs all	linaclotide	0.88732	0.40779
all vs all	levocarnitine	1.00000	0.27231
all vs all	cosyntropin	0.93590	0.41011
all vs all	bromfenac	0.80000	0.29853
all vs all	glucagon	0.94595	0.39243
all vs all	amiodarone	0.70690	0.36507
all vs all	biotin	0.65714	0.33147
all vs all	diatrizoate	0.91429	0.28831
all vs all	dimethindene	0.70492	0.37217
all vs all	lysine	0.96296	0.26222
all vs all	rifamycins	0.82540	0.35690
all vs all	bacitracin	0.78947	0.37741
all vs all	tretinoin	0.77273	0.31857
all vs all	rilmenidine	0.51923	0.25180
all vs all	cetirizine	1.00000	0.35661
all vs all	indomethacin	0.81667	0.37162
all vs all	tenofovir_disoproxil	0.78571	0.35016
all vs all	oxytetracycline	0.98113	0.34820
all vs all	naproxen	0.86364	0.25597
all vs all	epoprostenol	0.82927	0.30552
all vs all	daunorubicin_liposomal	1.00000	0.37191
all vs all	lamotrigine	0.78947	0.22876
all vs all	aztreonam	0.68085	0.29493
all vs all	sevelamer	0.40541	0.19306
all vs all	quinidine	0.95455	0.34882
