comparing_sets	compound_name	max_tc	mean_tc
all vs all	ketoconazole	0.83784	0.40112
all vs all	aspartate	1.00000	0.30561
all vs all	canrenoate	1.00000	0.32891
all vs all	chondroitin_sulfates	0.82192	0.34097
all vs all	ziprasidone	0.76812	0.34124
all vs all	aluminum_phosphate	0.80000	0.11723
all vs all	lumefantrine	0.75510	0.32379
all vs all	cyproheptadine	0.82500	0.26873
all vs all	daunorubicin_liposomal	1.00000	0.37617
all vs all	streptozocin	0.65333	0.33314
all vs all	trimipramine	0.89474	0.28720
all vs all	lopinavir	0.79221	0.41870
all vs all	nicotine	0.69091	0.35744
all vs all	granisetron	0.64706	0.32546
all vs all	adenine	0.72727	0.21644
all vs all	albendazole	0.70588	0.30261
all vs all	pergolide	0.66071	0.33010
all vs all	dactinomycin	0.81176	0.39976
all vs all	reserpine	0.80556	0.41258
all vs all	ziconotide	0.85057	0.38443
all vs all	sodium_citrate	0.95652	0.19747
all vs all	nitrous_oxide	0.44000	0.08841
all vs all	mupirocin	0.82456	0.33460
all vs all	phenol	0.84615	0.16815
all vs all	dothiepin	0.82857	0.25603
all vs all	sildenafil	0.95556	0.36090
all vs all	prilocaine	0.72093	0.30227
all vs all	phenoxybenzamine	0.79070	0.31764
all vs all	tilidine	0.62222	0.31055
all vs all	thioguanine	0.70270	0.21214
all vs all	heptaminol	0.55882	0.25369
all vs all	pitavastatin	0.75000	0.30113
all vs all	enalaprilat	0.84615	0.37114
all vs all	flumazenil	0.72603	0.36773
all vs all	fluocinolone	0.97959	0.32335
all vs all	eltrombopag	0.71186	0.35234
all vs all	pravastatin	0.85714	0.32652
all vs all	dimenhydrinate	0.78667	0.39579
all vs all	gemifloxacin	0.76471	0.37206
all vs all	darunavir	1.00000	0.36567
all vs all	norethandrolone	0.91892	0.30154
all vs all	fluvoxamine	0.66667	0.29491
all vs all	nedocromil	0.66216	0.38323
all vs all	succinylcholine	0.70588	0.29748
all vs all	manganese	0.60000	0.07676
all vs all	alfacalcidol	0.97368	0.29713
all vs all	regadenoson	0.88406	0.36949
all vs all	amisulpride	0.94805	0.37542
all vs all	norgestrel	1.00000	0.28764
all vs all	losartan	0.72857	0.33704
all vs all	captopril	0.76000	0.34020
all vs all	hydrocodone	0.94231	0.38213
all vs all	vinorelbine	0.91892	0.41770
all vs all	boceprevir	0.71831	0.35592
all vs all	foscarnet	0.80769	0.17339
all vs all	chlorocresol	0.94737	0.20184
all vs all	acebutolol	0.79032	0.38032
all vs all	oxycodone	0.93220	0.39747
all vs all	probenecid	0.69118	0.29162
all vs all	uracil	0.84211	0.25540
all vs all	ipriflavone	0.74286	0.27009
all vs all	ibrutinib	0.76119	0.34631
all vs all	perindopril	0.92727	0.38424
all vs all	isoproterenol	0.90625	0.31919
all vs all	mezlocillin	0.74157	0.34259
all vs all	desflurane	0.90000	0.09603
all vs all	luteinizing_hormone	0.86747	0.39320
all vs all	dextran	0.91667	0.30572
all vs all	repaglinide	0.78261	0.41494
all vs all	bromfenac	0.80000	0.30093
all vs all	mitotane	0.66667	0.12979
all vs all	indomethacin	0.81667	0.37535
all vs all	mesna	0.69444	0.15846
all vs all	tofisopam	0.67442	0.29751
all vs all	canrenone	0.92105	0.29706
all vs all	cromolyn	0.77273	0.31547
all vs all	tenofovir_disoproxil	0.78571	0.35248
all vs all	gatifloxacin	0.88732	0.39500
all vs all	hydrotalcite	0.76471	0.14611
all vs all	temozolomide	0.79245	0.30956
all vs all	didanosine	0.80882	0.37595
all vs all	teriparatide	0.97222	0.38268
all vs all	trimethobenzamide	0.73214	0.38161
all vs all	lorazepam	1.00000	0.30289
all vs all	ceftaroline	0.79787	0.33279
all vs all	dibucaine	0.70833	0.38193
all vs all	glucosamine	0.80435	0.31636
all vs all	methohexital	0.84000	0.31996
all vs all	methazolamide	0.80952	0.25458
all vs all	naltrexone	0.94545	0.38728
all vs all	fingolimod	0.66667	0.31142
all vs all	topotecan	0.79268	0.40364
all vs all	dantrolene	0.95161	0.31361
all vs all	resveratrol	0.84211	0.22330
all vs all	galantamine	0.81818	0.36700
all vs all	benztropine	0.84091	0.32890
all vs all	tigecycline	0.84848	0.39195
all vs all	fluphenazine	0.90566	0.33346
all vs all	sulfacetamide	0.72414	0.23554
all vs all	quinidine	0.95455	0.35078
all vs all	mitoxantrone	0.75000	0.37231
all vs all	uric_acid	0.63265	0.28656
all vs all	bromazepam	0.90698	0.29185
all vs all	dicloxacillin	1.00000	0.34042
all vs all	tadalafil	0.73913	0.39694
all vs all	eptifibatide	0.86301	0.37564
all vs all	phenelzine	0.57143	0.19910
all vs all	alogliptin	0.81690	0.35899
all vs all	fludrocortisone	0.96000	0.33194
all vs all	irinotecan	0.79268	0.40766
all vs all	terlipressin	0.90000	0.39402
all vs all	halobetasol	0.97826	0.31956
all vs all	inositol	0.70000	0.21348
all vs all	icosapent_ethyl	0.95000	0.20405
all vs all	rocuronium	0.81538	0.39906
all vs all	alitretinoin	0.73333	0.22773
all vs all	rutin	0.95349	0.32655
all vs all	capreomycin	0.73684	0.36290
all vs all	methyl_salicylate	0.86957	0.25064
all vs all	cetylpyridinium	0.66667	0.25414
all vs all	estriol	0.88889	0.31037
all vs all	praziquantel	0.80000	0.34588
all vs all	cefamandole	0.90123	0.35599
all vs all	fluconazole	0.86000	0.30898
all vs all	chloroquine	0.83333	0.31990
all vs all	pirenoxine	0.64444	0.31697
all vs all	cefpodoxime	0.94872	0.35408
all vs all	paricalcitol	0.94737	0.30047
all vs all	dydrogesterone	1.00000	0.26695
all vs all	cyclobenzaprine	0.96667	0.24888
all vs all	cilostazol	0.71642	0.36375
all vs all	dextromethorphan	0.93023	0.34507
all vs all	clobetasone	0.88000	0.30978
all vs all	gemfibrozil	0.72093	0.31551
all vs all	chlorpropamide	0.88710	0.27317
all vs all	vilazodone	0.77778	0.35427
all vs all	sodium_oxybate	0.73913	0.19217
all vs all	aminoglutethimide	0.67273	0.34431
all vs all	nafarelin	0.95946	0.40670
all vs all	diosmin	0.95349	0.33279
all vs all	acemetacin	0.81667	0.38093
all vs all	pramlintide	0.94118	0.39721
all vs all	dipyridamole	0.74545	0.35635
all vs all	mebeverine	0.78846	0.37574
all vs all	midodrine	0.76471	0.36856
all vs all	tamoxifen	0.88095	0.31152
all vs all	amcinonide	0.94444	0.33633
all vs all	palmitate	0.86364	0.21155
all vs all	trimetazidine	0.73770	0.37922
all vs all	cytosine	0.95000	0.34948
all vs all	mefenamate	0.76667	0.27519
all vs all	hydroxyzine	0.91667	0.34195
all vs all	bumetanide	0.78481	0.33822
all vs all	choline_fenofibrate	0.71930	0.35365
all vs all	dihydralazine	1.00000	0.21339
all vs all	moricizine	0.71053	0.37251
all vs all	sodium_iodide	1.00000	0.04482
all vs all	miglustat	0.90000	0.37553
all vs all	doxercalciferol	0.97368	0.28824
all vs all	tubocurarine	0.82258	0.38704
all vs all	flupenthixol	0.90566	0.32194
all vs all	dabigatran	0.76712	0.38480
all vs all	levonorgestrel	1.00000	0.28764
all vs all	raltitrexed	0.80282	0.39070
all vs all	icatibant	0.81579	0.39959
all vs all	ethamsylate	0.74545	0.28216
all vs all	potassium_bicarbonate	1.00000	0.13445
all vs all	methylergonovine	0.95082	0.38153
all vs all	dichloralphenazone	0.73585	0.32839
all vs all	tetrabenazine	0.78000	0.38355
all vs all	azelastine	0.77778	0.34380
all vs all	acetate	0.85714	0.27082
all vs all	deferoxamine	0.63462	0.29196
all vs all	tretinoin	0.77273	0.32067
all vs all	dicyclomine	0.76744	0.31354
all vs all	ranolazine	0.80597	0.42407
all vs all	nepafenac	0.66667	0.29446
all vs all	oxitropium	0.90909	0.36774
all vs all	profenamine	0.85714	0.29410
all vs all	simvastatin	0.93182	0.32606
all vs all	arginine	0.81250	0.24970
all vs all	pheniramine	0.87879	0.27962
all vs all	amantadine	0.81818	0.17890
all vs all	ioversol	0.90741	0.36203
all vs all	amlodipine	0.73333	0.36122
all vs all	colistimethate	0.76596	0.35122
all vs all	benzyl_benzoate	0.63158	0.20338
all vs all	promazine	0.93182	0.30023
all vs all	methanol	0.78571	0.18416
all vs all	sultopride	0.94805	0.37061
all vs all	metyrapone	0.48485	0.23231
all vs all	citric_acid	1.00000	0.22273
all vs all	bleomycin	0.75000	0.39991
all vs all	raloxifene	0.71667	0.36859
all vs all	clonazepam	0.91228	0.30643
all vs all	astaxanthin	0.68889	0.28270
all vs all	pramipexole	0.56667	0.28597
all vs all	carbidopa	0.80000	0.32401
all vs all	dirithromycin	0.81818	0.41588
all vs all	zinc	0.77778	0.21055
all vs all	chlorobutanol	0.57143	0.14001
all vs all	travoprost	0.95455	0.33010
all vs all	cortivazol	0.70000	0.38952
all vs all	meprobamate	0.94872	0.28911
all vs all	gestodene	0.97143	0.28263
all vs all	clidinium	0.86538	0.35384
all vs all	zolpidem	0.68421	0.32224
all vs all	carpipramine	0.75000	0.35473
all vs all	clindamycin	0.95385	0.38659
all vs all	maprotiline	0.81250	0.26617
all vs all	penciclovir	0.82090	0.36532
all vs all	tolbutamide	0.88710	0.28254
all vs all	sodium_hydroxide	0.62500	0.07242
all vs all	vardenafil	0.95556	0.36209
all vs all	flecainide	0.67188	0.37491
all vs all	tropicamide	0.61702	0.32890
all vs all	acetazolamide	0.89474	0.25235
all vs all	alprazolam	0.97674	0.25874
all vs all	progesterone	1.00000	0.26695
all vs all	diltiazem	0.70588	0.38075
all vs all	etodolac	0.63934	0.36278
all vs all	sucralfate	0.65714	0.25777
all vs all	cladribine	0.90625	0.36974
all vs all	malate	0.56604	0.30820
all vs all	xipamide	0.79710	0.29956
all vs all	tibolone	0.97143	0.28870
all vs all	pentamidine	1.00000	0.29218
all vs all	linezolid	0.85294	0.39413
all vs all	apraclonidine	0.92683	0.25735
all vs all	procaine	0.77083	0.32629
all vs all	sunitinib	0.71233	0.36793
all vs all	bromhexine	0.64706	0.28674
all vs all	tiemonium	0.70312	0.33750
all vs all	bisoprolol	0.88889	0.34730
all vs all	tegafur	0.78462	0.33157
all vs all	venlafaxine	0.93023	0.34191
all vs all	ezogabine	0.88000	0.30387
all vs all	magaldrate	0.96552	0.13557
all vs all	moexipril	0.88333	0.42124
all vs all	fumarate	0.76667	0.35279
all vs all	dronedarone	0.82895	0.36479
all vs all	exemestane	0.93750	0.26072
all vs all	ganciclovir	0.88235	0.35499
all vs all	potassium_chloride	1.00000	0.04902
all vs all	amorolfine	0.67391	0.30566
all vs all	medigoxin	0.96154	0.34669
all vs all	coumarin	0.66667	0.22919
all vs all	cefaclor	0.88333	0.33470
all vs all	ethambutol	0.68293	0.27910
all vs all	cocaine	0.87234	0.37112
all vs all	lacidipine	0.78261	0.32596
all vs all	sulfur	0.50000	0.08634
all vs all	azelate	0.77778	0.40787
all vs all	carvedilol	0.72727	0.39374
all vs all	metipranolol	0.91111	0.35805
all vs all	scopolamine	0.79630	0.36271
all vs all	metaraminol	0.80952	0.25536
all vs all	amprenavir	0.93976	0.35735
all vs all	propylthiouracil	0.69091	0.27541
all vs all	potassium_perchlorate	0.80952	0.12809
all vs all	tegaserod	0.63793	0.31982
all vs all	fosfomycin	0.67742	0.19814
all vs all	telaprevir	0.78571	0.38614
all vs all	fexofenadine	0.88889	0.37481
all vs all	propionate	0.68750	0.16604
all vs all	methacholine	0.87879	0.25211
all vs all	cephaloridine	0.82353	0.35757
all vs all	carmustine	0.87500	0.24923
all vs all	sulfamethoxazole	0.81034	0.25412
all vs all	levorphanol	0.93023	0.34362
all vs all	saquinavir	0.88060	0.41311
all vs all	varenicline	0.58537	0.24370
all vs all	cyclizine	0.83333	0.28614
all vs all	zinc_sulfate	1.00000	0.12181
all vs all	clenbuterol	0.89474	0.29943
all vs all	eucalyptol	0.63158	0.22890
all vs all	phendimetrazine	0.76190	0.32288
all vs all	canagliflozin	0.75472	0.31080
all vs all	sitagliptin	0.75385	0.33856
all vs all	magnesium_carbonate	1.00000	0.12346
all vs all	phenacetin	0.75758	0.28591
all vs all	asunaprevir	0.73786	0.35237
all vs all	modafinil	1.00000	0.25166
all vs all	propoxyphene	0.70000	0.30134
all vs all	trapidil	0.71429	0.26944
all vs all	hydroxyurea	0.61905	0.17788
all vs all	clopamide	0.84286	0.30071
all vs all	desvenlafaxine	0.79167	0.36786
all vs all	articaine	0.70588	0.33892
all vs all	silver_sulfadiazine	0.88679	0.22939
all vs all	sorbitol	1.00000	0.21172
all vs all	sodium_phosphate,_monobasic	1.00000	0.13468
all vs all	sennoside_b	0.84783	0.33026
all vs all	diphenoxylate	0.83721	0.32616
all vs all	triamcinolone	0.97959	0.32907
all vs all	piperazine	0.68571	0.23260
all vs all	methimazole	0.63636	0.20398
all vs all	halothane	0.75000	0.05685
all vs all	cyclosporine	0.74242	0.38141
all vs all	nitrofurantoin	0.95161	0.30495
all vs all	clofarabine	0.90625	0.35033
all vs all	isoniazid	0.67857	0.22058
all vs all	zaleplon	0.71429	0.29855
all vs all	clozapine	0.88235	0.29563
all vs all	brompheniramine	1.00000	0.27618
all vs all	sodium_bicarbonate	1.00000	0.13445
all vs all	amdinocillin_pivoxil	0.74648	0.34714
all vs all	sevoflurane	0.64286	0.13091
all vs all	methylphenidate	0.96875	0.31116
all vs all	mycophenolic_acid	0.88235	0.35102
all vs all	cefdinir	0.90411	0.32040
all vs all	sulindac	0.50000	0.25317
all vs all	succinic_acid	0.75000	0.19824
all vs all	fosinopril	0.67188	0.37698
all vs all	camphor	0.85714	0.23707
all vs all	parecoxib	0.79365	0.30170
all vs all	minocycline	0.96491	0.35912
all vs all	dyphylline	0.86364	0.39364
all vs all	diethylpropion	0.60526	0.26080
all vs all	riboflavin	0.83824	0.39748
all vs all	propafenone	0.82000	0.37133
all vs all	tetracaine	0.75556	0.33602
all vs all	phenprocoumon	0.85714	0.28652
all vs all	ritodrine	0.78049	0.32873
all vs all	bosentan	0.81250	0.34547
all vs all	trimebutine	0.73077	0.35152
all vs all	fulvestrant	0.63462	0.31452
all vs all	memantine	0.81818	0.20601
all vs all	omacetaxine_mepesuccinate	1.00000	0.40775
all vs all	magnesium_gluconate	1.00000	0.22637
all vs all	chloroxine	0.96429	0.25695
all vs all	butalbital	0.83333	0.30790
all vs all	norepinephrine	0.84848	0.29672
all vs all	tobramycin	0.83636	0.35803
all vs all	ropinirole	0.71698	0.35703
all vs all	flurazepam	0.82456	0.34613
all vs all	sodium_phosphate,_dibasic	0.95238	0.13573
all vs all	doxycycline	0.98113	0.34902
all vs all	carbocysteine	0.76667	0.26643
all vs all	adenosine	1.00000	0.36518
all vs all	flutamide	0.70000	0.25357
all vs all	sodium_acetate	1.00000	0.12486
all vs all	calcium_carbonate,_precipitated	1.00000	0.12346
all vs all	benzoate	0.57895	0.19968
all vs all	salicylamide	0.77419	0.27790
all vs all	cobicistat	0.86301	0.38297
all vs all	ornithine	0.96296	0.25819
all vs all	clotiazepam	0.80000	0.31899
all vs all	pimecrolimus	0.89706	0.40173
all vs all	guanabenz	0.58974	0.17936
all vs all	carteolol	0.80357	0.39713
all vs all	iodine	0.42857	0.03745
all vs all	arformoterol	0.88235	0.37764
all vs all	aceprometazine	0.95349	0.31380
all vs all	propranolol	0.81818	0.33393
all vs all	amikacin	0.90196	0.37208
all vs all	pemoline	0.71739	0.28909
all vs all	oxygen	0.57143	0.07497
all vs all	perflutren	0.75000	0.05532
all vs all	aminophylline	0.89231	0.38310
all vs all	vecuronium	1.00000	0.38626
all vs all	xylometazoline	0.81250	0.29040
all vs all	epoprostenol	0.82927	0.30777
all vs all	sulfur_hexafluoride	0.42857	0.07225
all vs all	nafcillin	0.83333	0.37563
all vs all	ipratropium	0.85455	0.37064
all vs all	lercanidipine	0.91176	0.35003
all vs all	dorzolamide	0.78481	0.30775
all vs all	ferric_hydroxide	0.81818	0.10745
all vs all	dimethindene	0.70492	0.37359
all vs all	methotrimeprazine	0.80851	0.33062
all vs all	benzbromarone	0.65789	0.28207
all vs all	phenyl_salicylate	0.87500	0.24892
all vs all	ibuprofen	0.56000	0.22651
all vs all	metaproterenol	0.91429	0.31366
all vs all	lidocaine	0.74419	0.31261
all vs all	iohexol	0.96078	0.35271
all vs all	saxagliptin	0.71186	0.34448
all vs all	potassium_phosphate	1.00000	0.13468
all vs all	clodronic_acid	0.74074	0.15041
all vs all	rifabutin	0.81176	0.40721
all vs all	triazolam	0.97674	0.26586
all vs all	nifedipine	0.90741	0.28680
all vs all	lapatinib	0.72727	0.36252
all vs all	calcium_aspartate	0.76667	0.21891
all vs all	dabigatran_etexilate	0.76712	0.39203
all vs all	bunazosin	0.85915	0.39160
all vs all	hydrochlorothiazide	0.92188	0.27897
all vs all	ammonium_chloride	0.57143	0.06948
all vs all	bretylium	0.67568	0.23268
all vs all	dihydrotachysterol	0.96970	0.27242
all vs all	methylnaltrexone	0.91935	0.40028
all vs all	naftazone	0.58065	0.26945
all vs all	beclomethasone	0.97959	0.33157
all vs all	metformin	0.58333	0.16667
all vs all	chlorphenesin	0.81818	0.31573
all vs all	ketoprofen	1.00000	0.22349
all vs all	tolnaftate	0.56818	0.26394
all vs all	pamabrom	0.81690	0.37404
all vs all	tinidazole	0.73611	0.29675
all vs all	ethosuximide	0.63830	0.29800
all vs all	dexetimide	0.73684	0.37176
all vs all	lomefloxacin	0.92424	0.39628
all vs all	bazedoxifene	0.71667	0.38924
all vs all	sibutramine	0.61538	0.24155
all vs all	quinate	0.70833	0.32328
all vs all	ticarcillin	0.98077	0.32964
all vs all	idoxuridine	0.96875	0.36330
all vs all	ledipasvir	0.80597	0.36888
all vs all	pemetrexed	0.80882	0.36944
all vs all	sulconazole	0.79070	0.26099
all vs all	zofenopril	0.76000	0.35059
all vs all	meloxicam	0.95890	0.33188
all vs all	ethanolamine	0.69767	0.29082
all vs all	zinc_gluconate	0.93333	0.22570
all vs all	azosemide	0.75385	0.25782
all vs all	panobinostat	0.59259	0.33222
all vs all	amoxicillin	0.91379	0.33429
all vs all	nilvadipine	0.90566	0.28733
all vs all	benzalkonium	0.69697	0.25279
all vs all	pemirolast	0.63934	0.27146
all vs all	pyridoxal	0.83784	0.32034
all vs all	imiquimod	0.65306	0.28635
all vs all	mirtazapine	0.92105	0.29300
all vs all	atropine	0.97872	0.37517
all vs all	phenylbutazone	0.68000	0.32672
all vs all	posaconazole	0.89024	0.38985
all vs all	mesoridazine	0.70513	0.31747
all vs all	curcumin	0.73333	0.27928
all vs all	benfluorex	0.66667	0.31987
all vs all	citalopram	1.00000	0.32647
all vs all	cysteamine	0.50000	0.15726
all vs all	sumatriptan	0.84848	0.31090
all vs all	oxytocin	0.93056	0.40070
all vs all	octreotide	0.92537	0.39601
all vs all	cortisone	1.00000	0.33704
all vs all	methoxsalen	0.68182	0.27760
all vs all	nicergoline	0.74648	0.39217
all vs all	buprenorphine	0.84848	0.39874
all vs all	dimethyl_fumarate	0.61111	0.16798
all vs all	clarithromycin	0.88136	0.37276
all vs all	apixaban	0.80000	0.39560
all vs all	fenticonazole	0.90698	0.29899
all vs all	ergocalciferol	0.97059	0.26838
all vs all	alclometasone	0.91667	0.31853
all vs all	digoxin	0.98039	0.34518
all vs all	mesalamine	0.96429	0.28260
all vs all	barium_sulfate	0.92857	0.12240
all vs all	methylene_blue	0.55556	0.27773
all vs all	benzocaine	0.66667	0.24975
all vs all	testosterone	0.92308	0.30921
all vs all	enalapril	0.87719	0.38652
all vs all	treprostinil	0.79070	0.34779
all vs all	nafronyl	0.65574	0.36707
all vs all	dolutegravir	0.73684	0.40325
all vs all	phenylpropanolamine	0.84211	0.22107
all vs all	tropatepine	0.73913	0.28075
all vs all	calcium_lactate	1.00000	0.18646
all vs all	oseltamivir	0.66667	0.34730
all vs all	calcifediol	0.92683	0.30496
all vs all	talinolol	0.77419	0.37106
all vs all	cisatracurium	1.00000	0.40452
all vs all	zoledronic_acid	0.67347	0.29737
all vs all	atazanavir	0.73611	0.37596
all vs all	flurbiprofen	0.67857	0.21325
all vs all	ethacrynate	0.60976	0.26245
all vs all	zotepine	0.74000	0.31318
all vs all	methylprednisolone	0.97778	0.33561
all vs all	ambrisentan	0.61905	0.31953
all vs all	tadenan	0.71429	0.19811
