comparing_sets	compound_name	max_tc	mean_tc
all vs all	adenosine_triphosphate	0.86486	0.35256
all vs all	cephalexin	0.96552	0.34810
all vs all	sulfinpyrazone	0.67797	0.31100
all vs all	rifampin	0.94872	0.40658
all vs all	axitinib	0.54762	0.27233
all vs all	thiocolchicoside	0.70492	0.37054
all vs all	dalfampridine	0.65385	0.18523
all vs all	isoproterenol	0.90625	0.32030
all vs all	flavoxate	0.79365	0.38335
all vs all	baclofen	0.66667	0.26626
all vs all	cabazitaxel	0.96610	0.35115
all vs all	methohexital	0.74000	0.32315
all vs all	tetrabenazine	0.78000	0.38524
all vs all	hydroxyurea	0.61905	0.17899
all vs all	zalcitabine	0.88889	0.36253
all vs all	thymol	1.00000	0.20751
all vs all	inosine	0.91803	0.37497
all vs all	phenylbutazone	0.68000	0.33020
all vs all	mebendazole	0.91111	0.31225
all vs all	silver_sulfadiazine	0.88679	0.23171
all vs all	nisoldipine	0.92727	0.30691
all vs all	reboxetine	0.93333	0.35692
all vs all	leuprolide	0.97368	0.41196
all vs all	estradiol	0.82500	0.32327
all vs all	sodium_citrate	0.95652	0.19602
all vs all	vinpocetine	0.73438	0.37142
all vs all	omeprazole	1.00000	0.33154
all vs all	pergolide	0.66071	0.33361
all vs all	fingolimod	0.66667	0.31357
all vs all	valganciclovir	0.91549	0.38953
all vs all	ruxolitinib	0.62162	0.25159
all vs all	amifostine	0.60784	0.24483
all vs all	fesoterodine	0.78049	0.35863
all vs all	glucose	0.90625	0.27221
all vs all	arformoterol	0.88235	0.37893
all vs all	mirabegron	0.69014	0.34932
all vs all	delavirdine	0.72152	0.34471
all vs all	lanatoside_c	0.98182	0.36121
all vs all	alfuzosin	0.81818	0.41981
all vs all	pantothenate	0.86000	0.32386
all vs all	amphetamine	0.78125	0.30592
all vs all	miglitol	0.90000	0.36395
all vs all	tranylcypromine	0.50000	0.19625
all vs all	pentamidine	0.52941	0.29384
all vs all	eszopiclone	1.00000	0.38487
all vs all	sunitinib	0.71233	0.37208
all vs all	cefamandole	0.90123	0.35955
all vs all	ibrutinib	0.76119	0.35051
all vs all	lactate	0.70455	0.36306
all vs all	foscarnet	0.80769	0.17229
all vs all	idoxuridine	0.96875	0.36717
all vs all	meperidine	0.83721	0.33772
all vs all	bumetanide	0.78481	0.34046
all vs all	bicalutamide	0.69118	0.31687
all vs all	dicloxacillin	1.00000	0.34305
all vs all	cinacalcet	0.68750	0.25326
all vs all	acarbose	0.80000	0.34231
all vs all	ethacrynate	0.60976	0.26128
all vs all	tigecycline	0.84848	0.39479
all vs all	eptifibatide	0.86301	0.37977
all vs all	terbinafine	0.92593	0.23968
all vs all	ranolazine	0.80597	0.42735
all vs all	quinate	0.68750	0.32279
all vs all	mitotane	0.66667	0.12855
all vs all	sodium_iodide	1.00000	0.04317
all vs all	mepenzolate	0.86538	0.36477
all vs all	glycopyrrolate	0.78571	0.35378
all vs all	morniflumate	0.76562	0.36636
all vs all	phenobarbital	0.88372	0.32066
all vs all	ticarcillin	0.89091	0.33204
all vs all	inosine_pranobex	0.80000	0.40798
all vs all	trimethadione	0.58000	0.31256
all vs all	prazosin	0.95522	0.39427
all vs all	flutamide	0.70000	0.25517
all vs all	butenafine	0.92593	0.24235
all vs all	diphenoxylate	0.83721	0.32849
all vs all	dihydroergocristine	0.97260	0.42926
all vs all	minoxidil	0.63235	0.30338
all vs all	pramipexole	0.59091	0.28949
all vs all	vismodegib	0.77358	0.27437
all vs all	orlistat	0.64516	0.32511
all vs all	ketanserin	0.80952	0.37995
all vs all	lindane	0.66667	0.09083
all vs all	hydroquinone	0.84615	0.19136
all vs all	lacosamide	0.65079	0.33921
all vs all	imiquimod	0.65306	0.29016
all vs all	pyridostigmine	0.74419	0.30882
all vs all	doxepin	0.88095	0.29812
all vs all	deoxycholate	1.00000	0.33008
all vs all	sparfloxacin	0.88060	0.37794
all vs all	fomepizole	0.51724	0.15769
all vs all	sorbitol	1.00000	0.21186
all vs all	latanoprost	0.83333	0.31695
all vs all	sulpiride	0.89024	0.36357
all vs all	tetracaine	0.75556	0.33802
all vs all	trimethoprim	0.69231	0.31680
all vs all	isradipine	0.69492	0.31120
all vs all	sulfasalazine	0.75342	0.29848
all vs all	picosulfate_sodium	0.59701	0.24121
all vs all	nedocromil	0.66216	0.38540
all vs all	thiamine	0.64384	0.33728
all vs all	prochlorperazine	0.91111	0.30506
all vs all	cefpirome	0.90805	0.37098
all vs all	duloxetine	0.75000	0.30831
all vs all	ethinyl_estradiol	0.97059	0.29647
all vs all	prednicarbate	0.93750	0.33345
all vs all	paliperidone	0.88889	0.38113
all vs all	metipranolol	0.91111	0.35893
all vs all	cefepime	0.90805	0.36875
all vs all	dexamethasone	0.86792	0.34634
all vs all	etravirine	0.64151	0.29925
all vs all	cefdinir	0.90411	0.32376
all vs all	mefruside	0.70115	0.32001
all vs all	methandrostenolone	0.94444	0.29556
all vs all	eprosartan	0.70492	0.35787
all vs all	toremifene	0.88095	0.31402
all vs all	diazepam	0.86000	0.32267
all vs all	rifamycins	0.82540	0.36254
all vs all	morphine	0.92157	0.36762
all vs all	isoleucine	0.80000	0.23135
all vs all	temsirolimus	0.93939	0.41157
all vs all	drospirenone	0.92105	0.28242
all vs all	silver_nitrate	0.54286	0.11682
all vs all	nilotinib	0.70175	0.30976
all vs all	mifepristone	0.71429	0.34218
all vs all	ethamsylate	0.74545	0.28308
all vs all	levetiracetam	0.84444	0.34094
all vs all	potassium_perchlorate	0.80952	0.12676
all vs all	halothane	0.63636	0.05545
all vs all	estazolam	0.95238	0.25101
all vs all	pemetrexed	0.80882	0.37337
all vs all	meclizine	0.86486	0.29145
all vs all	valdecoxib	0.79365	0.25483
all vs all	diclofenac	0.80000	0.28067
all vs all	butalbital	0.84444	0.31086
all vs all	carmustine	0.87500	0.25282
all vs all	doripenem	0.73171	0.34335
all vs all	tamsulosin	0.78481	0.34253
all vs all	levoleucovorin	0.88889	0.35668
all vs all	tulobuterol	0.89474	0.29258
all vs all	phentermine	0.70000	0.20316
all vs all	milnacipran	0.89744	0.28998
all vs all	aluminum_chloride	0.58333	0.12979
all vs all	lovastatin	0.93182	0.32006
all vs all	promethazine	0.88372	0.28811
all vs all	oxaprozin	0.55319	0.31909
all vs all	pyrilamine	0.76667	0.38242
all vs all	imipramine	0.90244	0.30213
all vs all	levothyroxine	0.76923	0.31797
all vs all	sucralfate	0.65714	0.25825
all vs all	amphotericin	1.00000	0.36729
all vs all	dipyrone	0.64368	0.32201
all vs all	hexetidine	0.64815	0.30453
all vs all	metaproterenol	0.91429	0.31480
all vs all	cephalothin	0.87143	0.37406
all vs all	allylestrenol	0.91429	0.27170
all vs all	salmeterol	0.89583	0.35309
all vs all	cefaclor	0.88333	0.33688
all vs all	sumatriptan	0.84848	0.31401
all vs all	cholestyramine_resin	0.58974	0.23322
all vs all	nitisinone	0.67925	0.27142
all vs all	celiprolol	0.79032	0.38247
all vs all	ketazolam	0.77586	0.37585
all vs all	nitazoxanide	0.67606	0.31275
all vs all	haloperidol	0.80000	0.37452
all vs all	chlorhexidine	0.65957	0.25643
all vs all	penbutolol	0.83673	0.34864
all vs all	desmopressin	0.90000	0.38516
all vs all	clomiphene	0.81818	0.31237
all vs all	docosahexaenoate	0.95000	0.19933
all vs all	cyamemazine	0.86047	0.28017
all vs all	fenoterol	0.78947	0.33665
all vs all	citrate	0.69565	0.27518
all vs all	propoxyphene	0.70000	0.30210
all vs all	ondansetron	0.76923	0.35236
all vs all	amitriptyline	0.96667	0.25417
all vs all	empagliflozin	0.85106	0.31486
all vs all	aceclofenac	0.78378	0.31694
all vs all	methylprednisolone	0.97778	0.33674
all vs all	enoxacin	0.95385	0.39018
all vs all	tyrosine	0.84375	0.29535
all vs all	ketotifen	0.86667	0.32172
all vs all	tazobactam	0.75000	0.32676
all vs all	aminolevulinate	0.74194	0.26793
all vs all	pantothenic_acid	0.93182	0.32733
all vs all	trimethobenzamide	0.73214	0.38385
all vs all	dexlansoprazole	1.00000	0.32644
all vs all	tiagabine	0.72000	0.34323
all vs all	calcitriol	1.00000	0.30972
all vs all	clidinium	0.86538	0.35511
all vs all	droperidol	0.88333	0.37014
all vs all	rilpivirine	0.71429	0.24047
all vs all	viloxazine	0.93333	0.36134
all vs all	zonisamide	0.64062	0.26630
all vs all	esomeprazole	1.00000	0.33154
all vs all	uracil	0.88889	0.25807
all vs all	dexmethylphenidate	0.96875	0.31855
all vs all	loteprednol_etabonate	0.92157	0.32460
all vs all	stavudine	0.88525	0.35992
all vs all	lidocaine	0.74419	0.31522
all vs all	fenoprofen	0.86364	0.24163
all vs all	lithium	0.50000	0.03222
all vs all	donepezil	0.79167	0.37514
all vs all	ritonavir	0.86301	0.38352
all vs all	benazepril	0.81667	0.40852
all vs all	acetazolamide	0.89474	0.25557
all vs all	nelarabine	0.89062	0.38045
all vs all	triamcinolone	0.97959	0.33009
all vs all	dothiepin	0.82857	0.25777
all vs all	thymine	0.88889	0.27507
all vs all	oxytetracycline	0.98113	0.35276
all vs all	mepivacaine	0.87500	0.34526
all vs all	simeprevir	0.72381	0.36327
all vs all	aspartame	0.76923	0.32037
all vs all	amezinium	0.71053	0.31128
all vs all	glycopyrronium	0.70000	0.33603
all vs all	urea	0.57143	0.15366
all vs all	daunorubicin	1.00000	0.37708
all vs all	bivalirudin	0.90909	0.40973
all vs all	oxymetholone	0.89744	0.31511
all vs all	lomefloxacin	0.92424	0.39973
all vs all	cloxazolam	0.76923	0.37879
all vs all	buflomedil	0.79167	0.36995
all vs all	rasagiline	0.62069	0.23420
all vs all	cysteamine	0.65217	0.15910
all vs all	azelastine	0.77778	0.34705
all vs all	indocyanine_green	0.62791	0.32748
all vs all	cefixime	0.88750	0.35033
all vs all	entecavir	0.78873	0.37274
all vs all	cimetidine	0.58824	0.27794
all vs all	sulfadiazine	0.88679	0.24275
all vs all	deferiprone	0.56604	0.29524
all vs all	cortisone	1.00000	0.33830
all vs all	ceftazidime	0.88235	0.36492
all vs all	cosyntropin	0.93590	0.41873
all vs all	lapatinib	0.72727	0.36571
all vs all	trimeprazine	0.69492	0.35672
all vs all	tolmetin	0.63636	0.34484
all vs all	lanreotide	0.92537	0.39690
all vs all	trospium	0.72727	0.35757
all vs all	acetic_acid	0.58333	0.13300
all vs all	aluminum_phosphate	0.80000	0.11613
all vs all	proparacaine	0.77083	0.37538
all vs all	misoprostol	0.78571	0.31520
all vs all	methyldopa	0.88889	0.33524
all vs all	cobicistat	0.86301	0.38700
all vs all	potassium_chloride	1.00000	0.04713
all vs all	zafirlukast	0.77011	0.34798
all vs all	ticagrelor	0.66316	0.37226
all vs all	riluzole	0.51064	0.25918
all vs all	mechlorethamine	0.56250	0.21483
all vs all	arsenic	0.50000	0.03045
all vs all	polymyxin_b	0.93651	0.41012
all vs all	tacrolimus	0.92188	0.40386
all vs all	butorphanol	0.84906	0.36336
all vs all	penciclovir	0.82090	0.37034
all vs all	buclizine	0.84615	0.30111
all vs all	teduglutide	0.97222	0.38871
all vs all	verteporfin	0.60526	0.34918
all vs all	folate	0.90323	0.35236
all vs all	methylene_blue	0.55556	0.27850
all vs all	phenprocoumon	0.85714	0.28592
all vs all	estrogens	0.97059	0.30246
all vs all	fluticasone	0.91667	0.31423
all vs all	salsalate	0.84000	0.26541
all vs all	anagrelide	0.70312	0.34004
all vs all	letrozole	0.75000	0.21312
all vs all	deflazacort	0.77419	0.37320
all vs all	cefuroxime	0.87342	0.35189
all vs all	fludarabine	0.86486	0.35379
all vs all	dapsone	0.69388	0.21340
all vs all	zuclopenthixol	0.90566	0.32085
all vs all	sulthiame	0.71053	0.30068
all vs all	bencyclane	0.74468	0.31819
all vs all	ceftizoxime	0.92000	0.34118
all vs all	macitentan	0.70652	0.34766
all vs all	selenium	1.00000	0.04215
all vs all	apomorphine	0.78431	0.36532
all vs all	pasireotide	0.75000	0.41110
all vs all	gliclazide	0.91304	0.30609
all vs all	sevelamer	0.40541	0.19481
all vs all	furosemide	0.70270	0.30047
all vs all	prothipendyl	0.93182	0.30183
all vs all	lithium_carbonate	0.92857	0.12222
all vs all	chlorpropamide	0.88710	0.27612
all vs all	cefprozil	0.95000	0.35161
all vs all	magnesium_lactate	1.00000	0.18473
all vs all	zopiclone	1.00000	0.38487
all vs all	secobarbital	0.91837	0.32823
all vs all	vemurafenib	0.69412	0.32571
all vs all	desloratadine	0.60714	0.26899
all vs all	mycophenolate	0.88235	0.32911
all vs all	colistin	0.93651	0.38464
all vs all	flurbiprofen	0.67857	0.21182
all vs all	carisoprodol	0.94872	0.29265
all vs all	nizatidine	0.53608	0.28790
all vs all	ketoprofen	1.00000	0.22234
all vs all	phenolphthalein	0.66667	0.27051
all vs all	telbivudine	0.95238	0.37981
all vs all	lamotrigine	0.78947	0.23225
all vs all	maraviroc	0.74242	0.34938
all vs all	cytosine	0.95000	0.35327
all vs all	diosmin	0.93182	0.33275
all vs all	atorvastatin	0.71250	0.39956
all vs all	thiabendazole	0.68966	0.18144
all vs all	sotalol	0.67143	0.29252
all vs all	iodixanol	0.92453	0.36788
all vs all	rabeprazole	0.86154	0.34923
all vs all	enflurane	1.00000	0.09608
all vs all	pirbuterol	0.74468	0.36723
all vs all	propylene_glycol	0.68182	0.18897
all vs all	mycophenolic_acid	0.88235	0.35154
all vs all	oxtriphylline	0.82857	0.38886
all vs all	nicergoline	0.72973	0.39486
all vs all	cycloserine	0.62903	0.29025
all vs all	zanamivir	0.68750	0.33265
all vs all	dantrolene	0.95161	0.31742
all vs all	cabozantinib	0.71186	0.35012
all vs all	aminolevulinic_acid	0.75862	0.26733
all vs all	sevoflurane	0.64286	0.13028
all vs all	luteinizing_hormone	0.86747	0.39766
all vs all	methenolone	0.92308	0.30549
all vs all	cephradine	0.94828	0.34672
all vs all	treprostinil	0.79070	0.34802
all vs all	magaldrate	0.96552	0.13457
all vs all	sulindac	0.50000	0.25314
all vs all	carglumic_acid	0.83333	0.26781
all vs all	pemoline	0.71739	0.29183
all vs all	manidipine	0.89706	0.34996
all vs all	ethenzamide	0.75758	0.29790
all vs all	doxazosin	0.95588	0.39856
all vs all	vincristine	0.97260	0.44104
all vs all	propranolol	0.81818	0.33551
all vs all	thalidomide	0.90000	0.36143
all vs all	zinc_sulfate	1.00000	0.12103
all vs all	rizatriptan	0.66667	0.30211
all vs all	bupivacaine	1.00000	0.35657
all vs all	lisinopril	0.81481	0.37752
all vs all	hydromorphone	0.94231	0.38338
all vs all	levocabastine	0.67308	0.34903
all vs all	ornithine	0.96296	0.26032
all vs all	cisapride	0.80822	0.41338
all vs all	calcium_glubionate	0.84211	0.28761
all vs all	nitrendipine	0.92727	0.30088
all vs all	tofisopam	0.67442	0.29832
all vs all	norethindrone	0.97143	0.28325
all vs all	goserelin	0.91566	0.39973
all vs all	estramustine	0.68657	0.38784
all vs all	cefotaxime	0.94872	0.35585
all vs all	afatinib	0.77922	0.39735
all vs all	griseofulvin	0.62791	0.29910
all vs all	promazine	0.93182	0.30282
all vs all	carbamazepine	0.78378	0.25536
all vs all	norethandrolone	0.91892	0.30227
all vs all	noscapine	0.77049	0.38597
all vs all	oxazepam	1.00000	0.30433
all vs all	methyl_salicylate	0.86957	0.24883
all vs all	nifuroxazide	0.66667	0.28591
all vs all	ceftibuten	0.82353	0.35541
all vs all	ascorbic_acid	0.83333	0.27802
all vs all	acetaminophen	0.68889	0.34236
all vs all	pyridoxal	0.83784	0.32128
all vs all	polidocanol	0.71429	0.23514
all vs all	methimazole	0.63636	0.20640
all vs all	palonosetron	0.80000	0.33828
all vs all	tramadol	0.93023	0.35095
all vs all	venlafaxine	0.93023	0.34343
all vs all	felodipine	0.78261	0.31075
all vs all	teriflunomide	0.56818	0.26964
all vs all	uracil_mustard	0.70149	0.34157
all vs all	erlotinib	0.74194	0.36219
all vs all	fructose	0.86842	0.27992
all vs all	efavirenz	0.72093	0.28217
all vs all	plerixafor	0.61538	0.28391
all vs all	bezafibrate	0.65000	0.35342
all vs all	lansoprazole	1.00000	0.32644
all vs all	tribenoside	0.64286	0.31125
all vs all	selegiline	0.64516	0.23205
all vs all	praziquantel	0.80000	0.34931
all vs all	cyclophosphamide	0.96154	0.32669
all vs all	telmisartan	0.69841	0.35926
all vs all	captopril	0.76000	0.34342
all vs all	dexmedetomidine	0.59259	0.21321
all vs all	calcium_acetate	0.78947	0.15440
all vs all	amprenavir	0.93976	0.36064
all vs all	bupropion	0.60000	0.22036
all vs all	dyphylline	0.86364	0.39777
all vs all	lutein	0.80435	0.28095
all vs all	benzyl_benzoate	0.63158	0.20279
all vs all	lithium_acetate	0.65385	0.30936
all vs all	citalopram	1.00000	0.32865
all vs all	parecoxib	0.79365	0.30469
all vs all	mitomycin	0.75641	0.38448
all vs all	midodrine	0.76471	0.37074
all vs all	dipivefrin	0.80000	0.34855
all vs all	benzydamine	0.64286	0.35889
all vs all	sibutramine	0.61538	0.24260
all vs all	varenicline	0.58537	0.24640
all vs all	moclobemide	0.80392	0.35302
all vs all	ticlopidine	0.75556	0.27338
all vs all	sulfamethoxazole	0.81034	0.25712
all vs all	metolazone	0.78873	0.30806
all vs all	telaprevir	0.78571	0.39042
all vs all	flumazenil	0.72603	0.37136
all vs all	nifedipine	0.90741	0.28814
all vs all	naratriptan	0.84848	0.33522
all vs all	anethole_trithione	0.45000	0.19544
all vs all	natamycin	0.84615	0.34383
all vs all	bexarotene	0.58140	0.24859
all vs all	sodium_phosphate,_monobasic	1.00000	0.13339
all vs all	quinapril	0.88333	0.40534
all vs all	tenoxicam	0.95890	0.33223
all vs all	barbital	0.88372	0.31251
all vs all	phloroglucinol	0.84211	0.20692
all vs all	linezolid	0.85294	0.39823
all vs all	desipramine	0.85366	0.31061
all vs all	betaine	0.87500	0.25062
all vs all	norfloxacin	0.95385	0.39336
all vs all	dexchlorpheniramine	0.94118	0.28162
all vs all	panthenol	1.00000	0.32212
all vs all	norgestimate	0.68000	0.30646
all vs all	deferasirox	0.71186	0.32988
all vs all	rosiglitazone	0.75000	0.39201
all vs all	propofol	1.00000	0.20751
all vs all	mexiletine	0.69444	0.28972
all vs all	tolvaptan	0.73016	0.39237
all vs all	cocaine	0.84000	0.37332
all vs all	aripiprazole	0.76923	0.39249
all vs all	frovatriptan	0.63830	0.30196
all vs all	fentanyl	0.71429	0.32639
all vs all	alendronate	0.93023	0.24835
all vs all	dronedarone	0.82895	0.36761
all vs all	benztropine	0.82222	0.33094
all vs all	tiotropium	0.79365	0.34054
all vs all	biclotymol	0.82143	0.26158
all vs all	etoposide	0.85714	0.33444
all vs all	mirtazapine	0.92105	0.29615
all vs all	pirenoxine	0.64444	0.31794
all vs all	erdosteine	0.69767	0.33081
all vs all	pilocarpine	0.71111	0.33380
all vs all	maprotiline	0.70588	0.26798
all vs all	carbon_monoxide	0.50000	0.05374
all vs all	oxetorone	0.88095	0.32045
all vs all	canrenoate	0.85714	0.32939
all vs all	tazarotene	0.54717	0.29789
all vs all	nimodipine	0.86885	0.32804
all vs all	pyrazinamide	0.87500	0.23819
all vs all	azithromycin	0.87931	0.39677
all vs all	granisetron	0.64706	0.32916
all vs all	flucytosine	0.75000	0.23959
all vs all	nitrogen	0.42857	0.06055
all vs all	strontium-89	1.00000	0.04661
all vs all	amikacin	0.90196	0.37531
all vs all	tapentadol	0.65789	0.28498
all vs all	busulfan	0.76087	0.20987
all vs all	carbocysteine	0.76667	0.26744
all vs all	brompheniramine	1.00000	0.27832
all vs all	risedronic_acid	0.89744	0.25550
all vs all	procainamide	0.74419	0.31406
all vs all	oxybutynin	0.68182	0.33027
all vs all	ergotamine	0.92000	0.42174
all vs all	heroin	0.87273	0.38526
all vs all	monofluorophosphate	0.73913	0.11308
all vs all	methylphenidate	0.96875	0.31368
all vs all	pyroglutamate	0.69767	0.30206
all vs all	tiopronin	0.78788	0.27116
all vs all	magnesium_chloride	0.69231	0.11808
all vs all	dalfopristin	0.75581	0.37751
all vs all	sodium_succinate	0.75000	0.18438
all vs all	topotecan	0.79268	0.40686
all vs all	clobetasol	0.97826	0.32609
all vs all	methylsulfonylmethane	0.67021	0.33537
all vs all	ceftaroline	0.79787	0.33640
all vs all	abiraterone	0.75610	0.30333
all vs all	ceftriaxone	0.89157	0.35430
all vs all	leucine	0.80000	0.24008
all vs all	alfacalcidol	0.97368	0.29775
all vs all	verapamil	0.78846	0.35660
all vs all	ethyl_loflazepate	0.81132	0.33631
all vs all	azelate	0.77778	0.41040
all vs all	levonorgestrel	1.00000	0.28846
all vs all	glutathione	0.85714	0.29899
all vs all	procyclidine	0.91892	0.32590
all vs all	indapamide	0.84286	0.29758
all vs all	aspirin	0.86957	0.25758
all vs all	pipemidate	0.91045	0.39185
all vs all	doxylamine	0.82222	0.34042
all vs all	valsartan	0.81159	0.37766
all vs all	nafarelin	0.95946	0.41124
all vs all	hydrotalcite	0.76471	0.14404
all vs all	acitretin	0.82759	0.25457
all vs all	carteolol	0.80357	0.40028
all vs all	aluminum_hydroxide	0.81818	0.10579
all vs all	biperiden	0.92105	0.33290
all vs all	difluprednate	0.94000	0.33020
all vs all	isotretinoin	0.72727	0.31590
all vs all	paromomycin	0.95833	0.35979
all vs all	nitrazepam	0.91228	0.30340
all vs all	phenylephrine	0.94872	0.32341
all vs all	lysine	0.96296	0.26587
all vs all	choline_fenofibrate	0.71930	0.35444
all vs all	irinotecan	0.79268	0.41165
all vs all	brimonidine	0.82609	0.28227
all vs all	indinavir	0.88060	0.43504
all vs all	glycyrrhizinate	1.00000	0.33015
all vs all	trimetazidine	0.71875	0.38219
all vs all	chloride_ion	0.57143	0.04101
all vs all	phentolamine	0.69643	0.35551
all vs all	sulfur	0.50000	0.08595
all vs all	zidovudine	0.84058	0.36090
all vs all	moxonidine	0.68421	0.33408
all vs all	teicoplanin	0.87324	0.40194
all vs all	nomegestrol	0.92105	0.30917
all vs all	heptaminol	0.55882	0.25489
all vs all	tolazamide	0.91304	0.30061
all vs all	lincomycin	0.95385	0.39366
all vs all	calcium_carbonate,_precipitated	1.00000	0.12172
all vs all	clorazepate	0.83333	0.32299
all vs all	cidofovir	0.70930	0.34868
all vs all	calcium_phosphate_dibasic	0.90000	0.12563
all vs all	zinc_oxide	0.50000	0.05728
all vs all	chloroquine	0.83333	0.32285
all vs all	dacarbazine	0.69643	0.27586
all vs all	boceprevir	0.71831	0.36028
all vs all	dextran	0.91667	0.30599
all vs all	capreomycin	0.73684	0.36697
all vs all	fominoben	0.74576	0.38387
all vs all	acenocoumarol	0.70175	0.31439
all vs all	eribulin	0.73438	0.36482
all vs all	prazepam	0.86000	0.32176
all vs all	amiodarone	0.70690	0.36866
all vs all	aprepitant	0.73750	0.38223
all vs all	sulbactam	0.76389	0.29436
all vs all	sapropterin	0.72308	0.35834
all vs all	dactinomycin	0.81176	0.40356
all vs all	melphalan	0.80000	0.32453
all vs all	ketoconazole	0.83784	0.40467
all vs all	somatostatin	0.90000	0.40855
all vs all	cysteine	0.75000	0.23095
all vs all	cefoxitin	0.87143	0.37979
all vs all	solifenacin	0.73469	0.36513
all vs all	folic_acid	0.90323	0.36780
all vs all	ciclesonide	0.90566	0.34077
all vs all	testosterone	0.92308	0.30950
all vs all	pseudoephedrine	1.00000	0.22967
all vs all	desvenlafaxine	0.79167	0.36908
all vs all	vardenafil	0.95556	0.36629
all vs all	moxalactam	0.91566	0.36893
all vs all	alizapride	0.69444	0.37501
all vs all	calcium_carbimide	0.41667	0.06627
all vs all	estriol	0.88889	0.31037
all vs all	methoxamine	0.72414	0.29310
all vs all	oxytocin	0.87324	0.40470
all vs all	dutasteride	0.80392	0.35485
all vs all	fluocinolone	0.97959	0.32415
all vs all	amoxicillin	0.91379	0.33612
all vs all	eprazinone	0.74468	0.35656
all vs all	chlormadinone	0.95455	0.30589
all vs all	rosuvastatin	0.66667	0.32761
all vs all	memantine	0.81818	0.20755
all vs all	amlodipine	0.73214	0.36348
all vs all	famciclovir	0.71642	0.36197
all vs all	bromopride	0.96429	0.36633
all vs all	atomoxetine	0.78947	0.31330
all vs all	tretinoin	0.77273	0.32072
all vs all	ebastine	0.78261	0.36012
all vs all	azathioprine	0.64062	0.26250
all vs all	chlorpromazine	0.91111	0.30196
all vs all	amphotericin_b	1.00000	0.36729
all vs all	alprazolam	0.97674	0.26199
all vs all	niacin	0.57895	0.20990
all vs all	levobupivacaine	1.00000	0.35657
all vs all	levalbuterol	0.95238	0.32622
all vs all	serotonin	0.65957	0.31134
all vs all	pentazocine	0.78000	0.35610
all vs all	nabumetone	0.70370	0.26610
all vs all	clobetasone	0.88000	0.31017
all vs all	fexofenadine	0.88889	0.37715
all vs all	fosfomycin	0.67742	0.19765
all vs all	felbamate	0.67500	0.28650
all vs all	methadone	0.63636	0.28414
all vs all	roflumilast	0.69091	0.32212
all vs all	pizotyline	0.86667	0.27553
all vs all	desoximetasone	0.97826	0.32634
all vs all	gefitinib	0.84375	0.38195
all vs all	ziprasidone	0.76812	0.34520
all vs all	warfarin	0.85714	0.30533
all vs all	sodium_phosphate,_dibasic	0.95238	0.13435
all vs all	chlorocresol	0.94737	0.19994
all vs all	telithromycin	0.84615	0.41719
all vs all	lubiprostone	0.76087	0.32338
all vs all	fusidate	0.82979	0.32256
all vs all	ertapenem	0.83582	0.37525
all vs all	bicarbonate_ion	0.62500	0.13939
all vs all	clofibrate	0.71429	0.26338
all vs all	rotigotine	0.62963	0.33891
all vs all	trimebutine	0.73077	0.35236
all vs all	eflornithine	0.83871	0.26509
all vs all	alogliptin	0.81690	0.36339
all vs all	ketorolac	0.63636	0.32499
